"Focus Trading Ltd"
"Trial Balance - Detailed"
"From 01/01/2019 To 24/05/2019"

"Posting Date","G/L Account No.",Name,"Doc. Type","Doc. No.",Debit,Credit,Amount,"Entry No."
01/01/2019,1700,"Trade Receivables",,CJ0066,18.00,,5795971.30,2972
02/01/2019,1700,"Trade Receivables",,PCN0025,,222.22,5795749.08,1087
02/01/2019,1700,"Trade Receivables",,SI0133,20.00,,5795769.08,1470
02/01/2019,1700,"Trade Receivables",,SI0185,1950.80,,5797719.88,2173
02/01/2019,1700,"Trade Receivables",,PCN0025,,277.78,5797442.10,2237
02/01/2019,1700,"Trade Receivables",,SI0202,96.00,,5797538.10,2355
03/01/2019,1700,"Trade Receivables",,SI0125,1.50,,5797539.60,1390
03/01/2019,1700,"Trade Receivables",,CJ0056,,2500.00,5795039.60,2398
03/01/2019,1700,"Trade Receivables",,CJ0066,183.00,,5795222.60,2970
05/01/2019,1700,"Trade Receivables",,SI0126,1.00,,5795223.60,1400
05/01/2019,1700,"Trade Receivables",,SI0134,10.00,,5795233.60,1477
07/01/2019,1700,"Trade Receivables",,SI0127,1.00,,5795234.60,1410
08/01/2019,1700,"Trade Receivables",,PCN0024,,2.67,5795231.94,1076
08/01/2019,1700,"Trade Receivables",,CJ0030,,33.33,5795198.60,1102
08/01/2019,1700,"Trade Receivables",,CJ0030,22.22,,5795220.83,1103
08/01/2019,1700,"Trade Receivables",,SI0108,59.11,,5795279.94,1110
08/01/2019,1700,"Trade Receivables",,SI0110,12.00,,5795291.94,1190
08/01/2019,1700,"Trade Receivables",,GJ0034,,11.50,5795280.44,1288
08/01/2019,1700,"Trade Receivables",,PCN0024,,3.33,5795277.10,2235
08/01/2019,1700,"Trade Receivables",,CJ0052,0.83,,5795277.94,2386
08/01/2019,1700,"Trade Receivables",,CJ0055,,500.00,5794777.94,2396
09/01/2019,1700,"Trade Receivables",,SI0132,10.00,,5794787.94,1463
09/01/2019,1700,"Trade Receivables",,SI0142,3.00,,5794790.94,1533
09/01/2019,1700,"Trade Receivables",,SI0158,4.72,,5794795.66,1826
10/01/2019,1700,"Trade Receivables",,CJ0066,,56.00,5794739.66,2969
10/01/2019,1700,"Trade Receivables",,CJ0066,56.00,,5794795.66,2973
10/01/2019,1700,"Trade Receivables",,CJ0068,,111.00,5794684.66,2978
10/01/2019,1700,"Trade Receivables",,SI0277,2544.00,,5797228.66,3895
10/01/2019,1700,"Trade Receivables",,SI0278,189.00,,5797417.66,3908
12/01/2019,1700,"Trade Receivables",,SI0138,150.00,,5797567.66,1505
13/01/2019,1700,"Trade Receivables",,SI0129,1.00,,5797568.66,1430
14/01/2019,1700,"Trade Receivables",,SI0109,1575.00,,5799143.66,1176
14/01/2019,1700,"Trade Receivables",,SI0111,3.00,,5799146.66,1213
14/01/2019,1700,"Trade Receivables",,CJ0026,,15.00,5799131.66,1220
14/01/2019,1700,"Trade Receivables",,CJ0026,,25.00,5799106.66,1221
14/01/2019,1700,"Trade Receivables",,CJ0026,,50.00,5799056.66,1222
14/01/2019,1700,"Trade Receivables",,CJ0026,5.00,,5799061.66,1223
14/01/2019,1700,"Trade Receivables",,CJ0026,20.00,,5799081.66,1224
14/01/2019,1700,"Trade Receivables",,CJ0026,75.00,,5799156.66,1225
14/01/2019,1700,"Trade Receivables",,PCN0026,,3.00,5799153.66,1234
14/01/2019,1700,"Trade Receivables",,SI0112,30.00,,5799183.66,1246
14/01/2019,1700,"Trade Receivables",,PCN0027,,0.38,5799183.29,1253
14/01/2019,1700,"Trade Receivables",,SI0113,39.00,,5799222.29,1258
15/01/2019,1700,"Trade Receivables",,SI0114,1250.00,,5800472.29,1274
15/01/2019,1700,"Trade Receivables",,PCN0028,,25.00,5800447.29,1281
15/01/2019,1700,"Trade Receivables",,SI0115,25.00,,5800472.29,1296
15/01/2019,1700,"Trade Receivables",,SI0130,1.00,,5800473.29,1440
17/01/2019,1700,"Trade Receivables",,PCN0034,,33.60,5800439.69,1754
17/01/2019,1700,"Trade Receivables",,SI0184,68448.00,,5868887.69,2150
17/01/2019,1700,"Trade Receivables",,CJ0051,,1530.46,5867357.23,2379
17/01/2019,1700,"Trade Receivables",,CJ0051,,382.62,5866974.61,2382
18/01/2019,1700,"Trade Receivables",,CJ0031,,550.00,5866424.61,1932
18/01/2019,1700,"Trade Receivables",,CJ0045,,918.00,5865506.61,2199
18/01/2019,1700,"Trade Receivables",,CJ0058,,2162.00,5863344.61,2519
19/01/2019,1700,"Trade Receivables",,CJ0031,,275.00,5863069.61,1934
22/01/2019,1700,"Trade Receivables",,SI0190,12.00,,5863081.61,2225
22/01/2019,1700,"Trade Receivables",,PCN0048,,16.32,5863065.29,2569
23/01/2019,1700,"Trade Receivables",,SI0119,2.85,,5863068.14,1330
23/01/2019,1700,"Trade Receivables",,SI0122,100.00,,5863168.14,1360
23/01/2019,1700,"Trade Receivables",,SI0137,12.00,,5863180.14,1498
23/01/2019,1700,"Trade Receivables",,PCN0041,,878.00,5862302.14,2170
23/01/2019,1700,"Trade Receivables",,SI0186,370.00,,5862672.14,2201
23/01/2019,1700,"Trade Receivables",,SI0187,1200.00,,5863872.14,2216
23/01/2019,1700,"Trade Receivables",,SI0189,12.00,,5863884.14,2222
24/01/2019,1700,"Trade Receivables",,CJ0050,,290.00,5863594.14,2377
26/01/2019,1700,"Trade Receivables",,SI0117,150.00,,5863744.14,1318
27/01/2019,1700,"Trade Receivables",,SI0120,1.00,,5863745.14,1340
27/01/2019,1700,"Trade Receivables",,SO0216,142.50,,5863887.64,1547
27/01/2019,1700,"Trade Receivables",,SO0216,142.50,,5864030.14,1551
28/01/2019,1700,"Trade Receivables",,SI0140,300.00,,5864330.14,1519
28/01/2019,1700,"Trade Receivables",,CJ0049,,500.00,5863830.14,2309
28/01/2019,1700,"Trade Receivables",,SI0196,384.00,,5864214.14,2313
29/01/2019,1700,"Trade Receivables",,SI0197,288.00,,5864502.14,2320
30/01/2019,1700,"Trade Receivables",,SI0121,2.00,,5864504.14,1350
30/01/2019,1700,"Trade Receivables",,SI0199,153.60,,5864657.74,2334
31/01/2019,1700,"Trade Receivables",,SI0281,1522.50,,5866180.24,3931
01/02/2019,1700,"Trade Receivables",,PCN0029,,4.00,5866176.24,1560
01/02/2019,1700,"Trade Receivables",,CJ0033,,43.00,5866133.24,1603
01/02/2019,1700,"Trade Receivables",,CJ0037,,56.00,5866077.24,2009
01/02/2019,1700,"Trade Receivables",,GJ0036,,48.00,5866029.24,2013
01/02/2019,1700,"Trade Receivables",,SI0198,96.00,,5866125.24,2327
01/02/2019,1700,"Trade Receivables",,CJ0037,5.10,,5866130.34,2388
01/02/2019,1700,"Trade Receivables",,IJ0058,,6400.00,5859730.34,2707
02/02/2019,1700,"Trade Receivables",,SI0123,2.00,,5859732.34,1370
02/02/2019,1700,"Trade Receivables",,SI0145,100.00,,5859832.34,1565
02/02/2019,1700,"Trade Receivables",,SI0146,3780.00,,5863612.34,1574
02/02/2019,1700,"Trade Receivables",,PCN0030,,2.10,5863610.24,1581
02/02/2019,1700,"Trade Receivables",,PCN0031,,1.26,5863608.98,1584
02/02/2019,1700,"Trade Receivables",,CJ0032,,150.00,5863458.98,1587
02/02/2019,1700,"Trade Receivables",,SI0147,18500.00,,5881958.98,1607
02/02/2019,1700,"Trade Receivables",,PCN0032,,3700.00,5878258.98,1614
02/02/2019,1700,"Trade Receivables",,PCN0033,,32.00,5878226.98,1673
02/02/2019,1700,"Trade Receivables",,SI0151,1554.00,,5879780.98,1702
03/02/2019,1700,"Trade Receivables",,SI0161,168.00,,5879948.98,1852
04/02/2019,1700,"Trade Receivables",,SI0128,351.50,,5880300.48,1420
04/02/2019,1700,"Trade Receivables",,SI0141,12.00,,5880312.48,1526
05/02/2019,1700,"Trade Receivables",,SI0152,6.00,,5880318.48,1709
05/02/2019,1700,"Trade Receivables",,SI0154,12.00,,5880330.48,1740
05/02/2019,1700,"Trade Receivables",,GJ0040,60.00,,5880390.48,2189
05/02/2019,1700,"Trade Receivables",,CJ0030,,26.67,5880363.82,2192
06/02/2019,1700,"Trade Receivables",,SI0156,333.90,,5880697.72,1763
06/02/2019,1700,"Trade Receivables",,SI0157,4.20,,5880701.92,1816
06/02/2019,1700,"Trade Receivables",,CJ0047,,100.00,5880601.92,2274
06/02/2019,1700,"Trade Receivables",,CJ0047,100.00,,5880701.92,2275
07/02/2019,1700,"Trade Receivables",,SI0116,84.80,,5880786.72,1309
07/02/2019,1700,"Trade Receivables",,PCN0035,,12.00,5880774.72,1823
07/02/2019,1700,"Trade Receivables",,SI0160,12.40,,5880787.12,1832
07/02/2019,1700,"Trade Receivables",,PCN0036,,12.40,5880774.72,1839
07/02/2019,1700,"Trade Receivables",,PCN0037,,18.90,5880755.82,1842
07/02/2019,1700,"Trade Receivables",,CJ0035,,17.32,5880738.50,1845
07/02/2019,1700,"Trade Receivables",,SI0162,33.00,,5880771.50,1861
08/02/2019,1700,"Trade Receivables",,SI0139,388.50,,5881160.00,1512
08/02/2019,1700,"Trade Receivables",,SI0150,375.36,,5881535.36,1699
08/02/2019,1700,"Trade Receivables",,SI0155,336.00,,5881871.36,1747
08/02/2019,1700,"Trade Receivables",,SI0163,12.00,,5881883.36,1864
08/02/2019,1700,"Trade Receivables",,SI0165,782.00,,5882665.36,1877
08/02/2019,1700,"Trade Receivables",,CJ0036,,5800000.00,82665.36,1880
10/02/2019,1700,"Trade Receivables",,SI0164,1088.00,,83753.36,1874
10/02/2019,1700,"Trade Receivables",,SI0166,12.00,,83765.36,1882
11/02/2019,1700,"Trade Receivables",,SI0167,1.00,,83766.36,1885
11/02/2019,1700,"Trade Receivables",,SI0168,168.00,,83934.36,1888
11/02/2019,1700,"Trade Receivables",,SI0169,12.00,,83946.36,1898
11/02/2019,1700,"Trade Receivables",,SI0170,32.26,,83978.61,1905
11/02/2019,1700,"Trade Receivables",,CJ0034,,60.00,83918.61,1915
11/02/2019,1700,"Trade Receivables",,CJ0034,,5.00,83913.61,1918
11/02/2019,1700,"Trade Receivables",,SI0171,183.75,,84097.36,1925
11/02/2019,1700,"Trade Receivables",,SI0177,388.50,,84485.86,1972
11/02/2019,1700,"Trade Receivables",,SI0178,360.00,,84845.86,1979
12/02/2019,1700,"Trade Receivables",,SI0148,408.00,,85253.86,1689
12/02/2019,1700,"Trade Receivables",,SI0172,86.40,,85340.26,1950
12/02/2019,1700,"Trade Receivables",,SI0173,4.32,,85344.58,1953
12/02/2019,1700,"Trade Receivables",,SI0174,1.92,,85346.50,1956
12/02/2019,1700,"Trade Receivables",,SI0175,1.80,,85348.30,1959
12/02/2019,1700,"Trade Receivables",,SI0176,21.00,,85369.30,1968
12/02/2019,1700,"Trade Receivables",,SI0179,0.84,,85370.14,1986
12/02/2019,1700,"Trade Receivables",,PCN0038,,52.00,85318.14,1993
12/02/2019,1700,"Trade Receivables",,SI0180,3.33,,85321.47,1997
12/02/2019,1700,"Trade Receivables",,SI0174,0.72,,85322.19,2016
12/02/2019,1700,"Trade Receivables",,CJ0043,56.00,,85378.19,2193
13/02/2019,1700,"Trade Receivables",,CJ0038,,48.00,85330.19,2017
13/02/2019,1700,"Trade Receivables",,SI0182,204.00,,85534.19,2019
13/02/2019,1700,"Trade Receivables",,CJ0040,20.00,,85554.19,2029
13/02/2019,1700,"Trade Receivables",,CJ0042,,67600.18,17954.01,2185
13/02/2019,1700,"Trade Receivables",,CJ0042,,7.55,17946.47,2188
13/02/2019,1700,"Trade Receivables",,CJ0046,,50.00,17896.47,2250
13/02/2019,1700,"Trade Receivables",,SI0193,180.00,,18076.47,2257
13/02/2019,1700,"Trade Receivables",,PCN0043,,0.84,18075.63,2287
14/02/2019,1700,"Trade Receivables",,SI0131,636.40,,18712.03,1450
14/02/2019,1700,"Trade Receivables",,SI0153,26815.50,,45527.53,1712
14/02/2019,1700,"Trade Receivables",,PCN0040,,5.00,45522.53,2143
14/02/2019,1700,"Trade Receivables",,CJ0041,,45.00,45477.53,2146
14/02/2019,1700,"Trade Receivables",,CJ0041,55.00,,45532.53,2147
14/02/2019,1700,"Trade Receivables",,CJ0044,,432.00,45100.53,2195
14/02/2019,1700,"Trade Receivables",,CJ0044,434.00,,45534.53,2196
14/02/2019,1700,"Trade Receivables",,CJ0046,50.00,,45584.53,2251
14/02/2019,1700,"Trade Receivables",,SI0153,3.60,,45588.13,2308
14/02/2019,1700,"Trade Receivables",,CJ0058,864.80,,46452.93,2520
14/02/2019,1700,"Trade Receivables",,CJ0058,3.00,,46455.93,2524
14/02/2019,1700,"Trade Receivables",,CJ0058,3.60,,46459.53,2526
14/02/2019,1700,"Trade Receivables",,CJ0066,566.00,,47025.53,2971
14/02/2019,1700,"Trade Receivables",,CJ0066,,566.00,46459.53,2975
14/02/2019,1700,"Trade Receivables",,SI0307,4500.00,,50959.53,4246
15/02/2019,1700,"Trade Receivables",,SI0183,42281.00,,93240.53,2041
15/02/2019,1700,"Trade Receivables",,SI0194,157.50,,93398.03,2264
15/02/2019,1700,"Trade Receivables",,PCN0042,,157.50,93240.53,2271
16/02/2019,1700,"Trade Receivables",,SI0143,50.00,,93290.53,1540
18/02/2019,1700,"Trade Receivables",,SI0195,250.00,,93540.53,2294
18/02/2019,1700,"Trade Receivables",,PCN0044,,20.00,93520.53,2301
18/02/2019,1700,"Trade Receivables",,SI0204,3700.00,,97220.53,2370
18/02/2019,1700,"Trade Receivables",,SI0210,48.00,,97268.53,2566
18/02/2019,1700,"Trade Receivables",,SI0213,24.69,,97293.21,2681
19/02/2019,1700,"Trade Receivables",,CJ0053,,2000.00,95293.21,2389
19/02/2019,1700,"Trade Receivables",,SI0205,46.00,,95339.21,2391
19/02/2019,1700,"Trade Receivables",,SI0206,500.00,,95839.21,2400
19/02/2019,1700,"Trade Receivables",,CJ0057,,500.00,95339.21,2403
19/02/2019,1700,"Trade Receivables",,CJ0056,30.00,,95369.21,2408
19/02/2019,1700,"Trade Receivables",,SI0207,365.00,,95734.21,2501
19/02/2019,1700,"Trade Receivables",,PCN0046,,42.00,95692.21,2510
19/02/2019,1700,"Trade Receivables",,CJ0056,0.60,,95692.81,2514
19/02/2019,1700,"Trade Receivables",,CJ0056,1.50,,95694.31,2516
19/02/2019,1700,"Trade Receivables",,CJ0056,1.80,,95696.11,2518
19/02/2019,1700,"Trade Receivables",,PCN0047,,54.91,95641.20,2563
20/02/2019,1700,"Trade Receivables",,CJ0057,500.00,,96141.20,2404
20/02/2019,1700,"Trade Receivables",,SI0208,7.00,,96148.20,2527
20/02/2019,1700,"Trade Receivables",,SI0209,269.05,,96417.25,2536
20/02/2019,1700,"Trade Receivables",,23,,45.00,96372.25,2574
20/02/2019,1700,"Trade Receivables",,102,50.00,,96422.25,2576
20/02/2019,1700,"Trade Receivables",,PCN0051,,33300.00,63122.25,2746
21/02/2019,1700,"Trade Receivables",,CJ0059,35.43,,63157.69,2572
21/02/2019,1700,"Trade Receivables",,SI0212,404.10,,63561.79,2666
22/02/2019,1700,"Trade Receivables",,SI0188,12.00,,63573.79,2219
22/02/2019,1700,"Trade Receivables",,CJ0061,100.00,,63673.79,2590
22/02/2019,1700,"Trade Receivables",,SI0211,388.50,,64062.29,2659
22/02/2019,1700,"Trade Receivables",,PCN0049,,45.78,64016.51,2678
22/02/2019,1700,"Trade Receivables",,PCN0050,,149.52,63866.99,2695
22/02/2019,1700,"Trade Receivables",,SI0224,32.00,,63898.99,2808
23/02/2019,1700,"Trade Receivables",,SI0136,370.00,,64268.99,1491
24/02/2019,1700,"Trade Receivables",,SI0217,1486.80,,65755.79,2728
25/02/2019,1700,"Trade Receivables",,SI0215,111.36,,65867.15,2711
25/02/2019,1700,"Trade Receivables",,SI0216,3700.00,,69567.15,2721
25/02/2019,1700,"Trade Receivables",,SI0219,2.00,,69569.15,2769
25/02/2019,1700,"Trade Receivables",,PCN0052,,2.00,69567.15,2776
26/02/2019,1700,"Trade Receivables",,SI0220,6.00,,69573.15,2786
26/02/2019,1700,"Trade Receivables",,SI0221,232.00,,69805.15,2789
26/02/2019,1700,"Trade Receivables",,SI0223,151.18,,69956.33,2801
26/02/2019,1700,"Trade Receivables",,SI0225,388.50,,70344.83,2815
26/02/2019,1700,"Trade Receivables",,SI0228,4.00,,70348.83,2835
26/02/2019,1700,"Trade Receivables",,PCN0053,,388.50,69960.33,2838
26/02/2019,1700,"Trade Receivables",,23,3.00,,69963.33,2977
27/02/2019,1700,"Trade Receivables",,SI0200,230.40,,70193.73,2341
27/02/2019,1700,"Trade Receivables",,PCN0054,,432.00,69761.73,2841
27/02/2019,1700,"Trade Receivables",,SI0232,32.00,,69793.73,2899
28/02/2019,1700,"Trade Receivables",,CJ0049,,250.00,69543.73,2310
28/02/2019,1700,"Trade Receivables",,SI0201,288.00,,69831.73,2348
28/02/2019,1700,"Trade Receivables",,PCN0045,,38.40,69793.33,2362
28/02/2019,1700,"Trade Receivables",,SI0229,388.50,,70181.83,2850
01/03/2019,1700,"Trade Receivables",,CJ0072,,4.00,70177.83,2982
01/03/2019,1700,"Trade Receivables",,CJ0072,,0.60,70177.23,2985
04/03/2019,1700,"Trade Receivables",,SI0233,9.00,,70186.23,2902
04/03/2019,1700,"Trade Receivables",,SI0235,6.00,,70192.23,2907
04/03/2019,1700,"Trade Receivables",,PCN0056,,3.00,70189.23,2910
04/03/2019,1700,"Trade Receivables",,SI0236,535.50,,70724.73,2922
04/03/2019,1700,"Trade Receivables",,SI0238,9.66,,70734.39,2949
04/03/2019,1700,"Trade Receivables",,SI0239,32.64,,70767.03,2956
04/03/2019,1700,"Trade Receivables",,SI0240,32.64,,70799.67,2959
04/03/2019,1700,"Trade Receivables",,SI0241,5.76,,70805.43,2962
04/03/2019,1700,"Trade Receivables",,PCN0058,,34.00,70771.43,2965
05/03/2019,1700,"Trade Receivables",,SI0237,0.40,,70771.83,2938
05/03/2019,1700,"Trade Receivables",,CJ0069,45.00,,70816.83,2980
05/03/2019,1700,"Trade Receivables",,CJ0073,,225.32,70591.51,2986
05/03/2019,1700,"Trade Receivables",,CJ0074,,13.36,70578.15,2988
05/03/2019,1700,"Trade Receivables",,CJ0074,0.60,,70578.75,2991
05/03/2019,1700,"Trade Receivables",,CJ0075,,18.11,70560.64,2992
05/03/2019,1700,"Trade Receivables",,CJ0076,0.20,,70560.84,2994
05/03/2019,1700,"Trade Receivables",,CJ0068,0.30,,70561.14,2997
05/03/2019,1700,"Trade Receivables",,PCN0059,,10.00,70551.14,2998
05/03/2019,1700,"Trade Receivables",,SI0243,35.00,,70586.14,3010
05/03/2019,1700,"Trade Receivables",,SI0245,12.00,,70598.14,3036
06/03/2019,1700,"Trade Receivables",,SI0242,23.00,,70621.14,3001
06/03/2019,1700,"Trade Receivables",,SI0244,100.00,,70721.14,3023
06/03/2019,1700,"Trade Receivables",,SI0246,25.00,,70746.14,3043
06/03/2019,1700,"Trade Receivables",,PCN0061,,25.00,70721.14,3046
06/03/2019,1700,"Trade Receivables",,SI0247,1500.00,,72221.14,3059
06/03/2019,1700,"Trade Receivables",,PCN0064,,840.00,71381.14,3304
06/03/2019,1700,"Trade Receivables",,PCN0067,,26.00,71355.14,3394
07/03/2019,1700,"Trade Receivables",,SI0248,2375.89,,73731.03,3069
07/03/2019,1700,"Trade Receivables",,SI0249,201.60,,73932.63,3105
07/03/2019,1700,"Trade Receivables",,PCN0062,,192.00,73740.63,3108
07/03/2019,1700,"Trade Receivables",,CJ0082,,396.00,73344.63,3111
07/03/2019,1700,"Trade Receivables",,CJ0083,964.00,,74308.63,3113
08/03/2019,1700,"Trade Receivables",,SI0250,18.90,,74327.53,3126
08/03/2019,1700,"Trade Receivables",,PCN0063,,6.00,74321.53,3129
08/03/2019,1700,"Trade Receivables",,CJ0085,,12.80,74308.73,3132
08/03/2019,1700,"Trade Receivables",,CJ0085,43.00,,74351.73,3133
08/03/2019,1700,"Trade Receivables",,SI0251,6.00,,74357.73,3136
12/03/2019,1700,"Trade Receivables",,SI0253,1411.20,,75768.93,3345
12/03/2019,1700,"Trade Receivables",,PCN0065,,1039.45,74729.48,3381
12/03/2019,1700,"Trade Receivables",,PCN0066,,12580.00,62149.48,3387
12/03/2019,1700,"Trade Receivables",,SI0255,225.00,,62374.48,3400
12/03/2019,1700,"Trade Receivables",,CJ0086,,22.40,62352.08,3411
12/03/2019,1700,"Trade Receivables",,SI0256,1440.00,,63792.08,3415
14/03/2019,1700,"Trade Receivables",,SI0159,2.83,,63794.91,1829
14/03/2019,1700,"Trade Receivables",,PCN0068,,30.00,63764.91,3397
19/03/2019,1700,"Trade Receivables",,PCN0070,,213.00,63551.91,3785
20/03/2019,1700,"Trade Receivables",,GJ0049,49.20,,63601.11,3645
20/03/2019,1700,"Trade Receivables",,SI0267,370.00,,63971.11,3720
20/03/2019,1700,"Trade Receivables",,SI0269,55521.00,,119492.11,3734
28/03/2019,1700,"Trade Receivables",,GJ0052,,2000.00,117492.11,3769
28/03/2019,1700,"Trade Receivables",,GJ0052,1000.00,,118492.11,3771
01/04/2019,1700,"Trade Receivables",,SI0271,370.00,,118862.11,3798
01/04/2019,1700,"Trade Receivables",,SI0272,388.50,,119250.61,3805
01/04/2019,1700,"Trade Receivables",,SI0273,12417.36,,131667.97,3828
01/04/2019,1700,"Trade Receivables",,SI0274,394.38,,132062.35,3852
01/04/2019,1700,"Trade Receivables",,SI0275,2400.00,,134462.35,3867
02/04/2019,1700,"Trade Receivables",,PCN0071,,388.50,134073.85,3879
02/04/2019,1700,"Trade Receivables",,SI0276,372.40,,134446.25,3884
02/04/2019,1700,"Trade Receivables",,SI0279,12.00,,134458.25,3925
02/04/2019,1700,"Trade Receivables",,SI0280,4.00,,134462.25,3928
02/04/2019,1700,"Trade Receivables",,SI0282,388.50,,134850.75,3939
02/04/2019,1700,"Trade Receivables",,PCN0072,,144.00,134706.75,3952
03/04/2019,1700,"Trade Receivables",,SI0283,2.88,,134709.63,3959
03/04/2019,1700,"Trade Receivables",,PCN0073,,1.92,134707.71,3962
03/04/2019,1700,"Trade Receivables",,SI0284,9.66,,134717.37,3972
03/04/2019,1700,"Trade Receivables",,SI0285,0.84,,134718.21,3979
03/04/2019,1700,"Trade Receivables",,SI0286,0.42,,134718.63,3986
03/04/2019,1700,"Trade Receivables",,SI0287,9.66,,134728.29,3993
03/04/2019,1700,"Trade Receivables",,SI0288,894.60,,135622.89,4000
03/04/2019,1700,"Trade Receivables",,SI0289,7770.00,,143392.89,4007
03/04/2019,1700,"Trade Receivables",,PCN0074,,9.66,143383.23,4014
03/04/2019,1700,"Trade Receivables",,PCN0075,,388.50,142994.73,4019
03/04/2019,1700,"Trade Receivables",,PCN0076,,388.50,142606.23,4024
03/04/2019,1700,"Trade Receivables",,SI0290,240.00,,142846.23,4032
03/04/2019,1700,"Trade Receivables",,PCN0077,,388.50,142457.73,4041
03/04/2019,1700,"Trade Receivables",,PCN0080,,2171.26,140286.47,4312
04/04/2019,1700,"Trade Receivables",,SI0292,370.00,,140656.47,4046
04/04/2019,1700,"Trade Receivables",,PCN0078,,3.60,140652.87,4114
04/04/2019,1700,"Trade Receivables",,SI0293,23.00,,140675.87,4138
05/04/2019,1700,"Trade Receivables",,SI0294,1200.00,,141875.87,4144
05/04/2019,1700,"Trade Receivables",,SI0296,600.00,,142475.87,4158
05/04/2019,1700,"Trade Receivables",,SI0297,120.00,,142595.87,4165
05/04/2019,1700,"Trade Receivables",,SI0298,360.00,,142955.87,4172
05/04/2019,1700,"Trade Receivables",,SI0299,1200.00,,144155.87,4190
05/04/2019,1700,"Trade Receivables",,SI0300,1200.00,,145355.87,4197
05/04/2019,1700,"Trade Receivables",,SI0301,600.00,,145955.87,4204
05/04/2019,1700,"Trade Receivables",,SI0302,840.00,,146795.87,4211
05/04/2019,1700,"Trade Receivables",,SI0303,120.00,,146915.87,4218
05/04/2019,1700,"Trade Receivables",,SI0304,240.00,,147155.87,4225
05/04/2019,1700,"Trade Receivables",,SI0305,480.00,,147635.87,4232
05/04/2019,1700,"Trade Receivables",,SI0306,720.00,,148355.87,4239
05/04/2019,1700,"Trade Receivables",,PCN0079,,4500.00,143855.87,4265
05/04/2019,1700,"Trade Receivables",,SI0308,88.20,,143944.07,4278
09/04/2019,1700,"Trade Receivables",,CJ0099,,2574.13,141369.94,4315
10/04/2019,1700,"Trade Receivables",,SI0309,250.00,,141619.94,4358
10/04/2019,1700,"Trade Receivables",,CJ0102,,94.00,141525.94,4367
10/04/2019,1700,"Trade Receivables",,CJ0102,22.40,,141548.34,4368
11/04/2019,1700,"Trade Receivables",,SI0310,55.00,,141603.34,4381
11/04/2019,1700,"Trade Receivables",,SI0311,1600.00,,143203.34,4386
11/04/2019,1700,"Trade Receivables",,SI0312,35000.00,,178203.34,4397
11/04/2019,1700,"Trade Receivables",,SI0313,8990.00,,187193.34,4408
11/04/2019,1700,"Trade Receivables",,SI0314,552.00,,187745.34,4438
12/04/2019,1700,"Trade Receivables",,SI0295,1200.00,,188945.34,4151
15/04/2019,1700,"Trade Receivables",,SI0315,345.60,,189290.94,4441
15/04/2019,1700,"Trade Receivables",,SI0359,30.00,,189320.94,5065
16/04/2019,1700,"Trade Receivables",,SI0316,103811.25,,293132.19,4481
16/04/2019,1700,"Trade Receivables",,SI0317,1600.00,,294732.19,4495
17/04/2019,1700,"Trade Receivables",,SI0320,139.50,,294871.69,4537
17/04/2019,1700,"Trade Receivables",,SI0324,120.00,,294991.69,4579
17/04/2019,1700,"Trade Receivables",,SI0338,2.50,,294994.19,4775
17/04/2019,1700,"Trade Receivables",,SI0351,25200.00,,320194.19,4932
18/04/2019,1700,"Trade Receivables",,PCN0082,,76.80,320117.39,4524
18/04/2019,1700,"Trade Receivables",,SI0318,148.38,,320265.77,4527
18/04/2019,1700,"Trade Receivables",,SI0319,46.08,,320311.85,4531
18/04/2019,1700,"Trade Receivables",,SI0321,137.25,,320449.10,4547
18/04/2019,1700,"Trade Receivables",,SI0322,137.25,,320586.35,4557
18/04/2019,1700,"Trade Receivables",,SI0323,10680.00,,331266.35,4569
23/04/2019,1700,"Trade Receivables",,SI0326,2.55,,331268.90,4591
23/04/2019,1700,"Trade Receivables",,SI0327,8399952.00,,8731220.90,4600
23/04/2019,1700,"Trade Receivables",,SI0328,1050.00,,8732270.90,4609
23/04/2019,1700,"Trade Receivables",,PCN0083,,4.13,8732266.77,4620
23/04/2019,1700,"Trade Receivables",,SI0329,324.00,,8732590.77,4656
23/04/2019,1700,"Trade Receivables",,PCN0085,,324.00,8732266.77,4690
23/04/2019,1700,"Trade Receivables",,SI0333,244.00,,8732510.77,4695
23/04/2019,1700,"Trade Receivables",,SI0335,234.00,,8732744.77,4707
23/04/2019,1700,"Trade Receivables",,SI0337,0.97,,8732745.74,4768
